Celebrity Name,Wikipedia Summary,Personal Life,Image URL
Jon Heder,"Jonathan Joseph Heder (; born October 26, 1977) is an American actor. He is best known for his role as the title character of the 2004 comedy film Napoleon Dynamite. He has also appeared in the films Just Like Heaven, The Benchwarmers, School for Scoundrels, Blades of Glory, Mama's Boy, When in Rome, and as Roy Disney in Walt Before Mickey. He also provided voice work for the animated films Monster House, Surf's Up, and Pinocchio, as well as the Napoleon Dynamite animated series.","Heder served a mission for The Church of Jesus Christ of Latter-day Saints in  Japan, and speaks Japanese fluently.
Heder has been married to Kirsten Bales since 2002, having met her while attending Brigham Young University. They are members of the Church of Jesus Christ of Latter-day Saints and have four children.
",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Jon_Heder_by_Gage_Skidmore_2.jpg/300px-Jon_Heder_by_Gage_Skidmore_2.jpg
Jon Voight,"Jonathan Vincent ""Jon"" Voight (; born December 29, 1938) is an American actor. Voight is associated with the angst and unruliness that typified the late-1960s counterculture. He has received numerous accolades, including an Academy Award, a BAFTA Award, and four Golden Globe Awards as well as nominations for four Primetime Emmy Awards. In 2019, he was awarded the National Medal of Arts. Films in which Voight has appeared have grossed more than $5.2 billion worldwide.Voight won the Academy Award for Best Actor for his portrayal of a paraplegic Vietnam veteran in Coming Home (1978). His other Oscar-nominated roles were for playing Joe Buck, a would-be gigolo, in Midnight Cowboy (1969), a ruthless bank robber Oscar ""Manny"" Manheim in Runaway Train (1985) and as sportscaster Howard Cosell in Ali (2001). Other notable films include Deliverance (1972), The Champ (1979), Heat (1995), Mission: Impossible (1996), The Rainmaker (1997), Enemy of the State (1998), Pearl Harbor (2001), Zoolander (2001), Holes (2003), Glory Road (2006), Transformers (2007), and Pride and Glory (2008). He is also known for his role in the National Treasure film series.
Voight is also known for his television roles, including as Nazi officer Jürgen Stroop in Uprising (2001) and Pope John Paul II on the eponymous miniseries (2005). His role as Mickey Donovan on the Showtime drama series Ray Donovan brought him newfound acclaim and attention among critics and audiences, as well as his fourth Golden Globe win in 2014. He also appeared on the thriller series 24 in its seventh season.
Despite originally adopting liberal views, Voight has gained attention in his later years for his outspoken conservative and religious beliefs. He is the father of actress Angelina Jolie and actor James Haven.","In 1962, Voight married actress Lauri Peters, whom he met when they both appeared in the original Broadway production of The Sound of Music. They divorced in 1967. He married actress Marcheline Bertrand in 1971. They separated in 1976, filed for divorce in 1978, and finalized it in 1980. Their children, James Haven (born 1973) and Angelina Jolie (born 1975), went on to enter the film business as actors and producers. Through Jolie, he has six grandchildren.
Voight has never remarried in the 45-plus years since splitting from his second wife. Over the decades, he has dated Linda Morand, Stacey Pickren, Rebecca De Mornay, Eileen Davidson, Barbra Streisand, Nastassja Kinski, and Diana Ross.
",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Jon_Voight_2012.jpg/300px-Jon_Voight_2012.jpg
Jonah Hill,"Jonah Hill (born Jonah Hill Feldstein; December 20, 1983) is an American actor. He is known for his comedic roles in films including The 40-Year-Old Virgin (2005), Superbad (2007), Knocked Up (2007), Get Him to the Greek (2010), 21 Jump Street (2012), This Is the End (2013), and 22 Jump Street (2014). For his performances in Moneyball (2011) and The Wolf of Wall Street (2013), he was nominated for the Academy Award for Best Supporting Actor. He is also known for his roles in Cyrus (2010), War Dogs (2016), Don't Worry, He Won't Get Far on Foot (2018), and Don't Look Up (2021).  
Hill has provided voices for the animated films Horton Hears a Who! (2008), Megamind (2010), the How to Train Your Dragon trilogy (2010–2019), The Lego Movie (2014), Sausage Party (2016), and The Lego Movie 2: The Second Part (2019). As a screenwriter, he contributed to the stories of 21 Jump Street, 22 Jump Street, Sausage Party (2016), Why Him? (2016), and You People (2023). He starred in the Netflix miniseries Maniac (2018) and made his directorial debut with the film Mid90s (2018), for which he also wrote the screenplay. He directed and produced the documentary Stutz (2022). 
Hill ranked 28th on Forbes's list of highest-paid actors from June 2014 to June 2015, at $16 million. In 2020, he was found to have sworn on film more than any other actor.","In July 2011, Hill appeared at the 2011 ESPN ESPY Awards having lost a significant amount of weight; he later said he had done so to seek more serious roles. He explained that he consulted with a trainer and a nutritionist, and had changed his diet to mainly sushi. In October 2021, Hill asked fans to stop making comments about his physical appearance, stating: ""I know you mean well but I kindly ask that you not comment on my body, good or bad I want to politely let you know it's not helpful and doesn't feel good. Much respect.""Hill is known to train in Brazilian jiu jitsu and described it as ""humbling"". In October 2019, he and Gianna Santos were engaged; they ended the engagement in October 2020. Hill says: ""TM [transcendental meditation] along with surfing, I'd say that those two things have changed my happiness level and my ability to cope with stress, anxiety and depression… [they've] really helped.""In 2016, Architectural Digest reported that Hill bought a four-bedroom loft in the Noho neighborhood of Manhattan in New York City.In November 2022, Hill filed a petition to legally drop ""Feldstein"" from his name. His petition was granted the following January.In June 2023, People reported that Hill welcomed his first child with girlfriend Olivia Millar.
In July 2023, Hill was accused of being emotionally abusive and a ""misogynist narcissist"" by ex-girlfriend Sarah Brady. Brady, a surfing instructor and law student, publicly shared several text exchanges between the pair in which Hill said he could not continue the relationship if she continued surfing with other men, posting pictures of herself in a swimsuit, and spending time with friends he did not approve of.During the same month, former child actress Alexa Nikolas accused Hill of shoving her against a door and kissing her without her consent during a party at Justin Long's house when she was 16 years old and he was 24. Nikolas recounted to Business Insider that Hill and Long were plying her with alcohol the entire night and stated that what Hill did to her ""was a crime"". A litigation attorney working for Hill called Nikolas' accusations ""a complete fabrication"", stating that the event ""never happened"" and that Nikolas is ""demonstrably unreliable"" and a ""serial accuser"". A representative for Justin Long also reacted to the allegations, writing: ""This is the first time Justin has been made aware of this situation that allegedly happened nearly two decades ago. While Justin is sympathetic to any and all victims of any abuse, the simple fact remains he has no knowledge of what may or may not have happened concerning Ms. Nikolas"".
",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Jonah_Hill-4939_%28cropped%29_%28cropped%29.jpg/300px-Jonah_Hill-4939_%28cropped%29_%28cropped%29.jpg
Jonathan Pryce,"Sir Jonathan Pryce  (born John Price; 1 June 1947) is a Welsh actor who is known for his performances on stage and in film and television. He has received numerous awards, including two Tony Awards and two Laurence Olivier Awards, and a knighthood for services to drama.
After studying at the Royal Academy of Dramatic Art, he began his career as a stage actor in the early 1970s. His work in theatre includes an Olivier Award–winning performance in the title role of the Royal Court Theatre's Hamlet in 1980 and as The Engineer in the stage musical Miss Saigon in 1990. On the Broadway stage he earned Tony Awards—the first for Best Featured Actor in a Play for his Broadway debut role in Comedians (1977), the second for Best Actor in a Musical for the Broadway transfer of the musical Miss Saigon (1991).
Pryce's theatre work led to several supporting roles in film and television. His breakthrough screen performance was in Terry Gilliam's satirical dystopian black comedy film Brazil (1985). Critically lauded for his versatility, Pryce has appeared in big-budget films including Evita (1996), Tomorrow Never Dies (1997) and Pirates of the Caribbean series (2003–2007), as well as independent films such as the film adaptation of the David Mamet play Glengarry Glen Ross (1992), Martin Scorsese's period drama The Age of Innocence (1993), Christopher Hampton's Carrington (1995), Terrence Malick's historical film The New World (2005) and the drama The Wife (2017) opposite Glenn Close. In 2019, he earned his first Academy Award nomination for his portrayal of Pope Francis in The Two Popes alongside Anthony Hopkins playing Pope Benedict XVI.For his work on television, he received two Primetime Emmy Award nominations for Outstanding Supporting Actor in a Limited Series or Movie for his performances in Barbarians at the Gate (1993) and Return to Cranford (2010). Pryce has gained acclaim for his roles as Thomas Wolsey in the BBC limited series Wolf Hall (2015), the High Sparrow in the HBO series Game of Thrones (2015–2016) and Sir Stuart Strange in the series Taboo (2017). In 2022, he succeeded Tobias Menzies as Prince Philip in the final two seasons of the award-winning Netflix historical drama series The Crown, gaining a nomination for a Golden Globe Award for Best Supporting Actor.","While working at the Everyman Theatre in 1972, Pryce met actress Kate Fahy; after a decades-long relationship, they married in 2015. They live in London and have three children: Patrick (born 1983), Gabriel (born 1986), and Phoebe (born 1990). Pryce was raised in the Christian faith, but is no longer religious.In 2006, Pryce was awarded an honorary doctorate by the University of Liverpool. He is a fellow of the Royal Welsh College of Music & Drama and a Companion of the Liverpool Institute for Performing Arts (LIPA). He was appointed Commander of the Order of the British Empire (CBE) in the 2009 Birthday Honours.Pryce was knighted in the 2021 Birthday Honours for services to drama and charity.
",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Jonathan_Pryce_Cannes_2018.jpg/300px-Jonathan_Pryce_Cannes_2018.jpg
Jonathan Rhys Meyers,"Jonathan Rhys Meyers (born Jonathan Michael Francis O'Keeffe; 27 July 1977) is an Irish actor. He is known for his roles in the films Michael Collins (1996), Velvet Goldmine (1998), Titus (1999), Bend It Like Beckham (2002), Alexander (2004), Match Point (2005), Mission: Impossible III (2006) and his television roles as Elvis Presley in the biographical miniseries Elvis (2005), for which he won a Golden Globe Award and earned a Primetime Emmy Award nomination, as King Henry VIII in the historical drama The Tudors (2007–10), which earned him two Golden Globe Award nominations, and in the NBC drama series Dracula (2013–14) as the title character. He also starred as Bishop Heahmund, a character inspired by the Catholic Saint of the same name, in the History Channel television series Vikings.Meyers has continued to star in other films, such as Albert Nobbs in 2011. In 2013, Meyers appeared as the villain Valentine Morgenstern in The Mortal Instruments: City of Bones, based on Cassandra Clare's novel, City of Bones; he appeared in the 2015 film Stonewall, directed by Roland Emmerich; in 2017, he starred in The 12th Man; and in 2018 he won the Best Actor award at the Manchester Film Festival for his starring role in Damascus Cover. In 2020, he was listed as number 44 on The Irish Times’ list of Ireland's greatest film actors.Meyers has been the face of several Hugo Boss advertising campaigns. He has also been involved in several charitable causes, including the Hope Foundation and the children's charity Barretstown. Meyers is married to Mara Lane, and they have one son together.","
For a year in the late 1990s, Meyers dated his Velvet Goldmine co-star, Toni Collette.From 2004 until 2012, he was in a relationship with Reena Hammer, daughter of makeup artist Ruby Hammer.On 20 November 2007, his mother, Mary Geraldine O'Keeffe, died at Mercy University Hospital, Cork, aged 51, following a short, undisclosed illness.On 30 June 2011 it was reported that he was taken to hospital by ambulance after a suspected suicide attempt. In 2016, a second attempt was suspected when paramedics, responding to an emergency call, found him slumped on the floor. Anonymous sources variously claimed and denied that Meyers intended to take his own life.During 2016, he married Mara Lane. Their son was born in December 2016. In September 2017, Lane revealed that she had miscarried a second child.In 2019, Meyers credited his family, and fatherhood in particular, with making him the happiest he has ever been: ""Once you have your first child, you become the past. We're all busy giving out to ourselves and driving ourselves forward. A child gives you a new perspective on life.""In 2022 he listed his Nichols Canyon home in Los Angeles for sale. It was reported that the home had previously been listed for sale and was made available as a rental property until 2012 when it was listed for $1.6 million and again in 2018 it was offered for $1.795 million. The 2022 listing has the home for sale at $1.85 million.
In 2007, Meyers' representative confirmed that Meyers had entered an alcohol-treatment programme.In November 2007, he was arrested at Dublin Airport for intoxication and disturbing the peace.In 2009, he was detained in Paris by French police for allegedly assaulting an airport lounge employee while drunk.In 2010, at John F. Kennedy International Airport, he verbally abused and used racist language against airline staff and officials, who had refused him access to the boarding area after he had become intoxicated in the first-class lounge. He was banned by United Airlines as a result.His representative confirmed Meyers was receiving treatment again in 2010. In November 2011, he was ordered by a French court to pay restitution of €1,000 and was given a judgment of a suspended sentence for public intoxication 24 months earlier.After his wife suffered a miscarriage in 2017, Meyers relapsed at Dublin Airport.In 2018, he broke his sobriety on a flight, resulting in a dispute with his wife at Los Angeles International Airport. In an interview with Larry King later that year, Meyers addressed the incident, stating ""... I shouldn't drink. It doesn't suit me and I had been sober for a long time."" He insisted that he had learned his lesson and was sober again.Meyers crashed his car in Malibu, California, in November 2020. Responding police discovered he was intoxicated after a field test was performed and he was charged with two drunk driving offences. Court documents obtained by TMZ showed that he received a $500 fine and an order to attend alcohol and counselling programmes as part of his agreeing to the court's plea deal. He was further ordered to undergo a 12-month summary probation with no jail time, provided that he did not break the law during that period.
",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Jonathan_Rhys_Meyers.jpg/300px-Jonathan_Rhys_Meyers.jpg
Jordan Spieth,"Jordan Alexander Spieth (; born July 27, 1993) is an American professional golfer on the PGA Tour and former world number one in the Official World Golf Ranking. He is a three-time major winner and the 2015 FedEx Cup champion.Spieth's first major win came in the 2015 Masters Tournament, when he shot a 270 (−18). He tied the then 72-hole record set by Tiger Woods in 1997 and became the second youngest golfer (behind Woods) to win the Masters. He then won the 2015 U.S. Open with a score of 5-under-par. He was the youngest U.S. Open champion since amateur Bobby Jones in 1923. He followed up with a win in the 2015 Tour Championship, which clinched the 2015 FedEx Cup. Two years later, Spieth won his third major at the 2017 Open Championship, by three shots at 12 under par.","Spieth is the son of Shawn and Christine Spieth, both natives of Pennsylvania.
His grandfather, Donald Spieth, was a music teacher at Moravian College and Northampton Community College in Bethlehem, Pennsylvania, where he was a long-time conductor of the former Lehigh Valley Chamber Orchestra. Jordan has two younger siblings, Steven and Ellie. Steven played college basketball and played for the Dallas Mavericks 2017 NBA Summer League team. Ellie has grown up with disabilities, and Jordan has credited her with ""keeping him grounded and focused as well as keeping the game of golf in perspective.""On January 2, 2018, Spieth confirmed his engagement to long-time girlfriend Annie Verret. The two married in November 2018 in Dallas. On September 3, 2021, Spieth announced that he and his wife were expecting their first child in November. Their son, Sammy Spieth was born on November 14, 2021. On September 12, 2023, they welcomed their second child, Sophie. 
Spieth is Catholic. He attends the PGA Bible Study. Spieth appears in the sports docu-series Full Swing, which premiered on Netflix on February 15, 2023.
",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Jordan_Spieth_after_winning_the_2015_U.S._Open.png/300px-Jordan_Spieth_after_winning_the_2015_U.S._Open.png
Joseph Gordon-Levitt,"Joseph Leonard Gordon-Levitt (; born February 17, 1981) is an American actor. He has received various accolades, including nominations for the Golden Globe Award for Best Actor – Motion Picture Musical or Comedy for his leading performances in 500 Days of Summer (2009) and 50/50 (2011). He is the founder of the online media platform HitRecord whose projects such as HitRecord on TV (2014–15) and Create Together (2020) won him two Primetime Emmy Awards in the category of Outstanding Interactive Program.
Born in Los Angeles to a Jewish family, Gordon-Levitt began his acting career as a child, appearing in the films A River Runs Through It (1992), Holy Matrimony (1994), and Angels in the Outfield (1994), which earned him a Young Artist Award and a Saturn Award nomination. He played the role of Tommy Solomon in the TV series 3rd Rock from the Sun (1996–2001). He had a supporting role in 10 Things I Hate About You (1999) and voiced Jim Hawkins in the Disney animated Treasure Planet (2002) before taking a break from acting to study at Columbia University, but dropped out in 2004 to resume his acting career.Since returning to acting, Gordon-Levitt has starred in Manic (2001), Mysterious Skin (2004), Brick (2005), G.I. Joe: The Rise of Cobra (2009), Inception (2010), The Dark Knight Rises (2012), Looper (2012), and Lincoln (2012). He portrayed Philippe Petit in the Robert Zemeckis-directed film The Walk (2015) and whistleblower Edward Snowden in the Oliver Stone film Snowden (2016). In 2020, he had a supporting role in the legal drama The Trial of the Chicago 7.
In 2013, he wrote and directed Don Jon, a comedy-drama film that was released to positive reviews and earned him an Independent Spirit Award nomination for Best First Screenplay. He previously directed and edited two short films, both of which were released in 2010: Morgan M. Morgansen's Date with Destiny and Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo. In 2021, he wrote, directed and starred in a comedy drama series Mr. Corman on Apple TV+.","On October 4, 2010, Gordon-Levitt's older brother, Daniel Gordon-Levitt, was found dead in Hollywood, California, at the age of 36. According to the Los Angeles County Coroner's Office, Daniel's cause of death was ""ketamine intoxication, with the injury occurring by intake of overdose"". Joseph Gordon-Levitt has publicly disputed the claim that his brother's death was caused by a drug overdose.In October 2013, Gordon-Levitt identified himself as a feminist, giving credit to his mother: ""My mom brought me up to be a feminist. She was active in the movement in the 1960s and 1970s. The Hollywood movie industry has come a long way since its past. It certainly has a bad history of sexism, but it ain't all the way yet.""In December 2014, Gordon-Levitt married Tasha McCauley, the founder and CEO of technology company Fellow Robots. Their first child, a son, was born in August 2015. Their second son was born in June 2017. He and McCauley do not want to reveal any details of their children to the media, including their first names. He has been living with his family in Wellington since October 2020, after moving his new TV production to New Zealand in response to the COVID-19 pandemic.Gordon-Levitt has expressed support for the effective altruism movement. In 2017, he spoke at the Effective Altruism Global conference in San Francisco.
",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Joseph_Gordon-Levitt_TechCrunch_Disrupt_San_Francisco_2019_-_Day_1_%28cropped%29.jpeg/300px-Joseph_Gordon-Levitt_TechCrunch_Disrupt_San_Francisco_2019_-_Day_1_%28cropped%29.jpeg
Josh Brolin,"Josh James Brolin (; born February 12, 1968) is an American actor. A son of actor James Brolin, he gained fame in his youth for his role in the adventure film The Goonies (1985). After years of decline, Brolin had a resurgence with his starring role in the crime film No Country for Old Men (2007). Brolin received a nomination for the Academy Award for Best Supporting Actor for portraying Dan White in the biopic Milk (2008).
Brolin gained wider recognition for playing Thanos in the Marvel Cinematic Universe, including in the films Avengers: Infinity War (2018) and Avengers: Endgame (2019), as well as Cable in Deadpool 2 (2018). His other notable films include W. (2008), True Grit (2010), Wall Street: Money Never Sleeps (2010), Men in Black 3 (2012), Oldboy (2013), Inherent Vice (2014), Everest (2015), Sicario (2015), Hail, Caesar! (2016), Only the Brave (2017), Dune (2021), and Dune: Part Two (2024).","
Brolin was married to actress Alice Adair from 1988 until 1994; they have two children, Trevor and Eden, both actors. He was engaged to actress Minnie Driver for six months. Brolin married actress Diane Lane on August 15, 2004. They divorced in 2013.In March 2013, Brolin began dating his former assistant and model Kathryn Boyd. They became engaged in March 2015. The couple married on September 24, 2016, and announced on May 29, 2018, that they were expecting their first child. Brolin announced through Instagram on November 4, 2018, that Boyd had given birth to a daughter. Their second daughter was born on December 25, 2020.
On December 20, 2004, Brolin's wife at the time, Diane Lane, called the police after an altercation with him, and Brolin was arrested on a misdemeanor charge of domestic battery. Lane declined to press charges and the couple's spokesman characterized the incident as a misunderstanding.On July 12, 2008, Brolin was arrested after an altercation at the Stray Cat Bar in Shreveport, Louisiana, along with actor Jeffrey Wright and five other men who were crew members of W. Brolin was released after posting a cash bond of $334. Brolin said to a reporter, ""It was nice to be in jail knowing that I hadn't done anything wrong. And it was maddening to be in jail knowing that I hadn't done anything wrong."" Charges against all seven men were later dropped by Shreveport prosecutors.Brolin was arrested for public intoxication on New Year's Day 2013 in Santa Monica, California. The remainder of 2013 proved very difficult for him, and he later explained: ""Well, it was another turning point. It made me think of a lot of things. My mom dying when I was in my twenties. All the impact that had on me that I hadn't moved past; I was always such a mama's boy. But I realized that I was on a destructive path. I knew that I had to change and mature.""
Brolin commenced in stock trading in his mid-20s and considered quitting acting. In 2014, Brolin explained that he made a large amount of money over a three-year period: ""Fear and greed, that's all that there is. And I traded very specifically. I found momentum stocks that had room to breathe and I just grab a little of the breath."" Brolin was also co-founder of a now defunct stock trading website called MarketProbability.
",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Josh_Brolin_SDCC_2014.jpg/300px-Josh_Brolin_SDCC_2014.jpg
Josh Duhamel,"Joshua David Duhamel ( də-MEL; born November 14, 1972) is an American actor. After various modeling work, he made his acting debut as Leo du Pres on the ABC daytime soap opera All My Children and later starred as Danny McCoy on NBC's Las Vegas.
Duhamel has ventured into film, appearing as one of the main protagonists in four of the Transformers films, most recently in the fifth entry, Transformers: The Last Knight (2017). He has also appeared in When in Rome (2010), Life as We Know It (2010), New Year's Eve (2011), Safe Haven (2013), and You're Not You (2014). In 2015, Duhamel co-starred on the short-lived CBS crime drama Battle Creek. He has also starred in several video games, most notably Call of Duty: WWII (2017). In 2018, he appeared in the coming of age film Love, Simon.  In 2021, Duhamel starred in the role of Sheldon Sampson in the Netflix superhero series Jupiter's Legacy. He also played the role of Jacob Lee in the 2022 survival horror game The Callisto Protocol.","
Duhamel met and began dating singer Stacy Ann Ferguson, better known by her stage name Fergie, in September 2004 after Ferguson appeared on Duhamel's show Las Vegas with her then-band The Black Eyed Peas. The couple wed on January 10, 2009, in a Catholic ceremony at the Church Estate Vineyards in Malibu, California. They have a son born in August 2013. On September 14, 2017, the couple announced that they had separated earlier in the year. On June 1, 2019, the couple filed for divorce after two years of separation. As of late-November 2019, their divorce was finalized.In late 2018, Duhamel began dating former Miss World America Audra Mari, who is 22 years his junior. On January 8, 2022, Duhamel announced his engagement to Mari.  They married on September 10, 2022. In September 2023, it was announced that the couple are expecting their first child. In a 2023 interview, Duhamel said: ""That’s why Audra’s so great for me. We’re both hardcore North Dakotans. We both love lake life.""
Duhamel is a practicing Catholic and attends church regularly.On June 28, 2023, Duhamel announced his support for Doug Burgum, the sitting Governor of North Dakota, in the 2024 Republican presidential primary election. In a story post on Instagram, he wrote, ""I don't normally get involved in politics, but Governor Burgum has become a good friend over the years and I can't think of anyone better than him to be our president.""
Duhamel owns two cabins in Minnesota. In October 2023, in an interview on In Depth with Graham Bensinger, Duhamel said: ""And the older I got, the more I wanted to come back here [to North Dakota]."" He described his lake house as a place where he ""can get back to being who I really am.""
",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Josh_Duhamel_SXSW_2017_%28cropped%29.jpg/300px-Josh_Duhamel_SXSW_2017_%28cropped%29.jpg
Josh Gad,"Joshua Ilan Gad (born February 23, 1981) is an American actor. He is known for voicing Olaf in the Frozen franchise, playing Elder Arnold Cunningham in the Broadway musical The Book of Mormon, and playing Le Fou in the live-action adaptation of Disney's Beauty and the Beast. For his role as Olaf, Gad won two Annie Awards, and for his work in The Book of Mormon, he co-won a Grammy Award for Best Musical Theater Album and received a Tony Award nomination for Best Actor in a Musical, both shared with Andrew Rannells as one of the two leading artists.","In 2004, Gad met actress Ida Darvish after the two were cast to play a married couple in the David Ives play All in the Timing. They married in 2008. Gad has stated that while he loves the traditional aspects of Judaism and celebrates some traditions of his wife's Catholicism, he considers himself spiritual but not religious. They have two daughters. Gad has publicly talked about his struggle with Generalized Anxiety Disorder, as part of his effort to combat mental health stigma and shame. As an effort towards squashing the mental health stigma, Gad joined other celebrities in 2018 in an ongoing project through the Child Mind Institute, titled #MyYoungerSelf. This campaign focuses on normalizing mental health especially in kids. The website features Gad and other celebrities talking about their own personal struggles with mental health and how they've found the help they need, while they also encourage viewers to find what can specifically help them. Gad's YouTube series Reunited Apart helped him get through the pandemic and lockdown. While he was out of work for the lockdown, he was able to focus on the series and not let his mental health decline.
",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/41st_Annie_Awards%2C_Josh_Gad_%28crop%29.jpg/300px-41st_Annie_Awards%2C_Josh_Gad_%28crop%29.jpg
Josh Hartnett,"Joshua Daniel Hartnett (born July 21, 1978) is an American actor. He began his career playing Michael Fitzgerald on ABC's Cracker (1997–1998), after which he became known as a teen idol through starring parts in films such as Halloween H20: 20 Years Later, The Faculty (both 1998), The Virgin Suicides (1999), Pearl Harbor, O, Black Hawk Down (all 2001), and 40 Days and 40 Nights (2002).
Hartnett continued to work steadily throughout the 2000s, with a mix of leading and supporting roles in Hollywood Homicide (2003), Wicker Park (2004), Mozart and the Whale, Sin City (both 2005), The Black Dahlia, Lucky Number Slevin (both 2006), Resurrecting the Champ, 30 Days of Night (both 2007), August (2008), and I Come with the Rain (2009). Subsequent credits include Bunraku (2010), Oh Lucy! (2017), Target Number One (2020), Wrath of Man (2021), Operation Fortune: Ruse de Guerre, and Oppenheimer (both 2023). For his portrayal of nuclear physicist Ernest Lawrence in the latter, Hartnett was awarded—alongside his co-stars—the Screen Actors Guild Award for Outstanding Performance by a Cast.
On television, Hartnett portrayed Ethan Chandler on the Showtime series Penny Dreadful (2014–2016), receiving nominations for three Fangoria Chainsaw Awards. He is married to actress Tamsin Egerton, with whom he has four children.","Hartnett began a relationship with English actress Tamsin Egerton in 2012. They have a daughter (born 2015), a second child (born 2017), and a third child (born 2019). In 2022, he revealed he had married Egerton in November 2021. They reside in the Surrey–Sussex border region, in southeast England. In 2024, he shared that he and Egerton had a fourth child.Regarding fame, Hartnett has said, ""I know what it's like to be in that whole world. I was up there for a couple of years, and it was uncomfortable. I think trying to stay at the top is a shortcut to unhappiness."" Hartnett took a 15-month break from acting, saying ""I spent a bit of time really thinking about whether this was the right thing for me.""
",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Josh_Hartnett_SDCC_2014.jpg/300px-Josh_Hartnett_SDCC_2014.jpg
Josh Hutcherson,"Joshua Ryan Hutcherson (born October 12, 1992) is an American actor. He began acting in the early 2000s and appeared in several commercials and minor film and television roles before gaining prominence in his teenage years with main roles in Little Manhattan and Zathura: A Space Adventure (both 2005), RV (2006), Bridge to Terabithia (2007), Journey to the Center of the Earth (2008), and The Kids Are All Right (2010).
In 2011, 18-year-old Hutcherson landed the leading role of Peeta Mellark in the top-grossing film series The Hunger Games, released yearly between 2012 and 2015, for which he won three MTV Movie Awards and a People's Choice Award. In the same period, he also played a lead role in Journey 2: The Mysterious Island (2012) and voice role in the animated film Epic (2013).
Since this period, Hutcherson decreased his workload for a few years and appeared in several independent films. On television, he starred in the Hulu comedy series Future Man from 2017 to 2020 and voiced the lead character in Ultraman (2019–2023). He has since starred in the commercially successful horror film Five Nights at Freddy's (2023) and action film The Beekeeper (2024). 
Throughout his career, Hutcherson has expressed an interest in filmmaking. He has served as an executive producer for Detention (2011), The Forger (2012), and Escobar: Paradise Lost (2015), while also playing a lead role in each film.","Hutcherson has cited actor Jake Gyllenhaal as an inspiration, admiring the way Gyllenhaal ""has taken his career and the kind of jobs that he's taken"". He has named actor, director, and producer Philip Seymour Hoffman as another of his inspirations.Hutcherson currently lives in Los Angeles, California. In May 2012, he purchased the 1,861-square-foot (172.9 m2) $2.5 million former house of Heath Ledger in Laurel Canyon, Hollywood Hills, a small ranch built in 1951. He professes that fame has not changed him as a person, stating, ""I love my job more than anything in the world and I could never imagine doing anything else. So this whole thing is a very small price to pay compared to someone who has to go to an office to work.""A known ally to the LGBT community, Hutcherson advocates the gay–straight alliance campaign ""Straight But Not Narrow"". Since its formation, he has been its most active supporter. His involvement with the LGBT community stems from his family ties; two of his uncles who were gay died of AIDS-related illnesses. In April 2012, he became the youngest recipient of the Vanguard Award from GLAAD, given for promoting equal rights for LGBT people. He was also awarded with Young Humanitarian Award at the 2015 unite4:humanity award ceremony. Regarding his own sexuality, he considers himself to be ""mostly straight"" and does not believe in being limited by labels. Hutcherson also worked alongside The Trevor Project and Human-I-T in 2014 when he began his campaign ""Power On"", which serves to help young LGBT people from rural areas to form communities by donating old computers and cell phones to LGBT resource centers; he began the campaign by donating an old computer of his own. Yearly in 2012–2014, he has hosted the ""Josh Hutcherson Celebrity Basketball Game"" in Los Angeles, which raises funds and awareness for the ""Straight But Not Narrow"" campaign. In November 2013, Hutcherson and Queen Latifah presented trophies together to four young community volunteers in a live ceremony at the fifth annual TeenNick HALO Awards at the Hollywood Palladium.Hutcherson endorsed and actively campaigned for Vermont Senator Bernie Sanders for President in the 2016 and 2020 U.S. presidential elections.In December 2023, an old YouTube video from 2014 resurfaced on TikTok. The video consisted of oversaturated images of Hutcherson, with the song ""Whistle"" by Flo Rida playing in the background. The video, especially the first 10 seconds, has become a pop culture phenomenon, and has been used heavily in social media in a style similar to a rickroll.
",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Josh_Hutcherson_SDCC_2015.jpg/300px-Josh_Hutcherson_SDCC_2015.jpg
